Block_ID,Trial_ID,Condition,Assigned_Delay_ms,Actual_Delay_ms,Timing_Error_ms,Button_Pressed,Response,Reaction_Time_ms,Response_Classification,EMG_Onset_Detected,Flip_Executed,Accuracy,flip_time_ms,button_time_ms,onset_time_ms,scoring_reason
2,29,delay_50,50.0,139.94145393371582,89.94145393371582,T,right,1.4995828999999503,Button_After_Flip,T,T,False,139.94145393371582,278.87988090515137,,incorrect_response_after_flip_to_zero_coherence
2,30,delay_0,0.0,5.998849868774414,5.998849868774414,T,right,1.0849711000000752,Button_After_Flip,T,T,False,5.998849868774414,141.9389247894287,,incorrect_response_after_flip_to_zero_coherence
2,31,control,n/a,No_Flip,n/a,T,left,1.286505699999907,Button_Before_Flip,F,F,True,,131.9427490234375,,correct_response_before_flip_or_control_trial
2,32,control,n/a,No_Flip,n/a,T,right,1.0391808000003948,Button_Before_Flip,F,F,True,,263.8890743255615,,correct_response_before_flip_or_control_trial
2,33,control,n/a,No_Flip,n/a,T,left,0.91332919999968,Button_Before_Flip,F,F,True,,132.94172286987305,,correct_response_before_flip_or_control_trial
2,34,control,n/a,No_Flip,n/a,T,left,1.1647420000008424,Button_Before_Flip,F,F,True,,131.9434642791748,,correct_response_before_flip_or_control_trial
2,35,control,n/a,No_Flip,n/a,T,left,0.911324899999272,Button_Before_Flip,F,F,True,,132.94315338134766,,correct_response_before_flip_or_control_trial
2,36,delay_150,150.0,265.8877372741699,115.88773727416992,T,left,0.9096018000000186,Button_Before_Flip,T,T,True,265.8877372741699,262.88700103759766,,correct_response_before_flip_or_control_trial
2,37,control,n/a,No_Flip,n/a,T,left,1.3424702000002071,Button_Before_Flip,F,F,True,,270.88356018066406,,correct_response_before_flip_or_control_trial
2,38,delay_50,50.0,141.94011688232422,91.94011688232422,T,left,0.940571699999964,Button_Before_Flip,T,T,True,141.94011688232422,138.93985748291016,,correct_response_before_flip_or_control_trial
2,39,control,n/a,No_Flip,n/a,T,right,0.9401447000000188,Button_Before_Flip,F,F,True,,137.9406452178955,,correct_response_before_flip_or_control_trial
3,0,control,n/a,No_Flip,n/a,T,left,1.0725938000005044,Button_Before_Flip,F,F,True,,3.0002593994140625,,correct_response_before_flip_or_control_trial
